"name","rank","year","industry","sector","headquarters_state","headquarters_city","market_value_mil","revenue_mil","profit_mil","asset_mil","employees","founder_is_ceo","female_ceo","newcomer_to_fortune_500","global_500"
"Texas Instruments",200,2023,"Semiconductors and Other Electronic Components","Technology","TX","Dallas",168775,20028,8749,27207,33000,"no","no","no","no"
"Bank of New York Mellon",201,2023,"Commercial Banks","Financials","NY","New York",36736,19991,2573,405783,51700,"no","no","no","no"
"ManpowerGroup",202,2023,"Temporary Help","Business Services","WI","Milwaukee",4191,19828,374,9130,30900,"no","no","no","no"
"Whirlpool",203,2023,"Electronics, Electrical Equipment","Industrials","MI","Benton Harbor",7197,19724,1519,17124,61000,"no","no","no","no"
"Waste Management",204,2023,"Waste Management","Business Services","TX","Houston",66372,19698,2238,31367,49500,"no","no","no","no"
"American Electric Power",205,2023,"Utilities: Gas and Electric","Energy","OH","Columbus",46806,19640,2307,93469,16974,"no","yes","no","no"
"Emerson Electric",206,2023,"Industrial Machinery","Industrials","MO","St. Louis",49792,19629,3231,35672,85500,"no","no","no","no"
"Aflac",207,2023,"Insurance: Life, Health (Stock)","Financials","GA","Columbus",39467,19502,4201,131017,12882,"no","no","no","no"
"Cognizant Technology Solutions",208,2023,"Information Technology Services","Technology","NJ","Teaneck",31031,19428,2290,17852,355300,"no","no","no","no"
"Becton Dickinson",209,2023,"Medical Products and Equipment","Health Care","NJ","Franklin Lakes",70277,19408,1779,52934,77000,"no","no","no","no"
"BJ's Wholesale Club",210,2023,"General Merchandisers","Retailing","MA","Marlborough",10186,19315,513,6350,34000,"no","no","no","no"
"Moderna",211,2023,"Pharmaceuticals","Health Care","MA","Cambridge",59232,19263,8362,25858,3900,"no","no","no","no"
"DTE Energy",212,2023,"Utilities: Gas and Electric","Energy","MI","Detroit",22577,19228,1083,42683,10250,"no","no","no","no"
"Land O'Lakes",213,2023,"Food Consumer Products","Food, Beverages & Tobacco","MN","Arden Hills",,19226,241,9770,9000,"no","yes","no","no"
"Kinder Morgan",214,2023,"Pipelines","Energy","TX","Houston",39363,19200,2548,70078,10525,"no","no","no","no"
"Tenet Healthcare",215,2023,"Health Care: Medical Facilities","Health Care","TX","Dallas",6077,19174,411,27156,89088,"no","no","no","no"
"Devon Energy",216,2023,"Mining, Crude-Oil Production","Energy","OK","Oklahoma City",33099,19169,6015,23721,1800,"no","no","no","no"
"Mosaic",217,2023,"Chemicals","Chemicals","FL","Tampa",15438,19125,3583,23386,13570,"no","no","no","no"
"Exelon",218,2023,"Utilities: Gas and Electric","Energy","IL","Chicago",41651,19078,2170,95349,19063,"no","no","no","yes"
"General Mills",219,2023,"Food Consumer Products","Food, Beverages & Tobacco","MN","Minneapolis",50195,18993,2707,31090,32500,"no","no","no","no"
"Global Partners",220,2023,"Wholesalers: Diversified","Wholesalers","MA","Waltham",1055,18878,362,3161,3585,"no","no","no","no"
"Western Digital",221,2023,"Computers, Office Equipment","Technology","CA","San Jose",12029,18793,1500,26259,65000,"no","no","no","no"
"Lincoln National",222,2023,"Insurance: Life, Health (Stock)","Financials","PA","Radnor",3802,18766,2241,335108,11316,"no","yes","no","no"
"Ross Stores",223,2023,"Specialty Retailers: Apparel","Retailing","CA","Dublin",36302,18696,1512,13417,101000,"no","yes","no","no"
"Stryker",224,2023,"Medical Products and Equipment","Health Care","MI","Kalamazoo",108228,18449,2358,36884,51000,"no","no","no","no"
"Kyndryl Holdings",225,2023,"Information Technology Services","Technology","NY","New York",3358,18317,2054,13442,90000,"no","no","yes","no"
"Kohl's",226,2023,"General Merchandisers","Retailing","WI","Menomonee Falls",2607,18098,19,14345,66500,"no","no","no","no"
"Stanley Black & Decker",227,2023,"Home Equipment, Furnishings","Household Products","CT","New Britain",12333,18004,1063,24963,54200,"no","no","no","no"
"Colgate-Palmolive",228,2023,"Household and Personal Products","Household Products","NY","New York",62535,17967,1785,15731,33800,"no","no","no","no"
"BlackRock",229,2023,"Securities","Financials","NY","New York",100526,17873,5178,117628,19800,"no","no","no","no"
"Fiserv",230,2023,"Financial Data Services","Business Services","WI","Brookfield",70997,17737,2530,83869,41000,"no","no","no","no"
"Estee Lauder",230,2023,"Household and Personal Products","Household Products","NY","New York",88041,17737,2390,20910,53865,"no","no","no","no"
"PPG Industries",232,2023,"Chemicals","Chemicals","PA","Pittsburgh",31439,17652,1026,20744,52000,"no","no","no","no"
"Adobe",233,2023,"Computer Software","Technology","CA","San Jose",176769,17606,4756,27165,29239,"no","no","no","no"
"Block",234,2023,"Financial Data Services","Business Services","CA","San Francisco",41329,17532,541,31364,12428,"yes","no","no","no"
"Synchrony Financial",235,2023,"Diversified Financials","Financials","CT","Stamford",12709,17526,3016,104564,18500,"no","no","no","no"
"Principal Financial",236,2023,"Insurance: Life, Health (Stock)","Financials","IA","Des Moines",18068,17492,4812,292240,19300,"no","no","no","no"
"Lumen Technologies",237,2023,"Telecommunications","Telecommunications","LA","Monroe",2654,17478,1548,45581,29000,"no","yes","no","no"
"Corteva",238,2023,"Food Production","Food, Beverages & Tobacco","IN","Indianapolis",42977,17455,1147,42618,21000,"no","no","no","no"
"Andersons",239,2023,"Food Production","Food, Beverages & Tobacco","OH","Maumee",1396,17351,131,4608,2244,"no","no","no","no"
"Lam Research",240,2023,"Semiconductors and Other Electronic Components","Technology","CA","Fremont",71532,17227,4605,17196,17700,"no","no","no","no"
"Edison International",241,2023,"Utilities: Gas and Electric","Energy","CA","Rosemead",27010,17220,612,78041,13110,"no","no","no","no"
"Dominion Energy",242,2023,"Utilities: Gas and Electric","Energy","VA","Richmond",46699,17174,994,104243,17200,"no","no","no","no"
"Booking Holdings",243,2023,"Internet Services and Retailing","Technology","CT","Norwalk",99859,17090,3058,25361,21492,"no","no","no","no"
"Quanta Services",244,2023,"Engineering & Construction","Engineering & Construction","TX","Houston",23996,17074,491,13464,47300,"no","no","no","no"
"Expeditors Intl. of Washington",245,2023,"Transportation and Logistics","Transportation","WA","Seattle",17009,17071,1357,5590,20302,"no","no","no","no"
"L3Harris Technologies",246,2023,"Aerospace & Defense","Aerospace & Defense","FL","Melbourne",37277,17062,1062,33524,46000,"no","no","no","no"
"Reliance Steel & Aluminum",247,2023,"Metals","Materials","AZ","Scottsdale",15142,17025,1840,10330,14750,"no","yes","no","no"
"Live Nation Entertainment",248,2023,"Entertainment","Media","CA","Beverly Hills",16211,16681,296,16461,20550,"no","no","yes","no"
"DISH Network",249,2023,"Telecommunications","Telecommunications","CO","Englewood",4956,16679,2303,52607,14200,"no","no","no","no"
"DuPont",250,2023,"Chemicals","Chemicals","DE","Wilmington",32895,16549,5868,41355,23000,"no","no","no","no"
"Automatic Data Processing",251,2023,"Diversified Outsourcing Services","Business Services","NJ","Roseland",92247,16498,2949,63068,60000,"no","yes","no","no"
"Group 1 Automotive",252,2023,"Automotive Retailing, Services","Retailing","TX","Houston",3194,16412,752,6718,15491,"no","no","no","no"
"Aramark",253,2023,"Diversified Outsourcing Services","Business Services","PA","Philadelphia",9326,16327,195,15082,273875,"no","no","no","no"
"Thor Industries",254,2023,"Motor Vehicles & Parts","Motor Vehicles & Parts","IN","Elkhart",4262,16313,1138,7408,32000,"no","no","no","no"
"DXC Technology",255,2023,"Information Technology Services","Technology","VA","Ashburn",5820,16265,718,20139,130000,"no","no","no","no"
"Viatris",256,2023,"Pharmaceuticals","Health Care","PA","Canonsburg",11513,16263,2079,50022,37000,"no","no","no","no"
"Reinsurance Group of America",257,2023,"Insurance: Life, Health (Stock)","Financials","MO","Chesterfield",8876,16258,623,84706,3800,"no","yes","no","no"
"AutoZone",258,2023,"Specialty Retailers: Other","Retailing","TN","Memphis",45224,16252,2430,15275,90720,"no","no","no","no"
"PulteGroup",259,2023,"Homebuilders","Engineering & Construction","GA","Atlanta",13073,16229,2617,14797,6524,"no","no","no","no"
"Illinois Tool Works",260,2023,"Industrial Machinery","Industrials","IL","Glenview",74209,15932,3034,15422,46000,"no","no","no","no"
"Parker-Hannifin",261,2023,"Industrial Machinery","Industrials","OH","Cleveland",43112,15862,1316,25944,55090,"no","yes","no","no"
"BorgWarner",262,2023,"Motor Vehicles & Parts","Motor Vehicles & Parts","MI","Auburn Hills",11481,15801,944,16994,52700,"no","no","no","no"
"Westlake",263,2023,"Chemicals","Chemicals","TX","Houston",14812,15794,2247,20550,15920,"no","no","no","no"
"Consolidated Edison",264,2023,"Utilities: Gas and Electric","Energy","NY","New York",33967,15670,1660,69065,14319,"no","no","no","no"
"Gap",265,2023,"Specialty Retailers: Apparel","Retailing","CA","San Francisco",3693,15616,202,11386,95000,"no","no","no","no"
"Opendoor Technologies",266,2023,"Internet Services and Retailing","Technology","AZ","Tempe",1131,15567,1353,6608,2570,"no","yes","no","no"
"Nordstrom",267,2023,"General Merchandisers","Retailing","WA","Seattle",2606,15530,245,8745,60000,"no","no","no","no"
"Asbury Automotive Group",268,2023,"Automotive Retailing, Services","Retailing","GA","Duluth",4557,15434,997,8021,13000,"no","no","no","no"
"Ball",269,2023,"Packaging, Containers","Materials","CO","Westminster",17326,15349,719,19909,21000,"no","no","no","no"
"Kellogg",270,2023,"Food Consumer Products","Food, Beverages & Tobacco","MI","Battle Creek",22945,15315,960,18496,30000,"no","no","no","no"
"Xcel Energy",271,2023,"Utilities: Gas and Electric","Energy","MN","Minneapolis",37082,15310,1736,61188,11982,"no","no","no","no"
"W.W. Grainger",272,2023,"Wholesalers: Diversified","Wholesalers","IL","Lake Forest",34622,15228,1547,7588,24500,"no","no","no","no"
"Discover Financial Services",273,2023,"Commercial Banks","Financials","IL","Riverwoods",25635,15202,4392,131628,20200,"no","no","no","no"
"Baxter International",274,2023,"Medical Products and Equipment","Health Care","IL","Deerfield",20504,15113,2433,28287,60000,"no","no","no","no"
"Southwestern Energy",275,2023,"Mining, Crude-Oil Production","Energy","TX","Spring",5506,15002,1849,12926,1118,"no","no","no","no"
"DCP Midstream",276,2023,"Pipelines","Energy","CO","Denver",8701,14993,1052,13334,1910,"no","no","no","no"
"Jacobs Solutions",277,2023,"Engineering & Construction","Engineering & Construction","TX","Dallas",14890,14923,644,14660,58350,"no","no","no","no"
"Laboratory Corp. of America",278,2023,"Health Care: Pharmacy and Other Services","Health Care","NC","Burlington",20304,14877,1279,20155,75200,"no","no","no","no"
"CSX",279,2023,"Railroads","Transportation","FL","Jacksonville",61330,14853,4166,41912,22542,"no","no","no","no"
"J.B. Hunt Transport Services",280,2023,"Trucking, Truck Leasing","Transportation","AR","Lowell",18208,14814,969,7787,37151,"no","no","no","no"
"Guardian Life Ins. Co. of America",281,2023,"Insurance: Life, Health (Mutual)","Financials","NY","New York",,14653,71,91620,8025,"no","no","no","no"
"Jackson Financial",282,2023,"Insurance: Life, Health (Stock)","Financials","MI","Lansing",3078,14551,5697,311058,3435,"no","yes","no","no"
"Fidelity National Information Services",283,2023,"Financial Data Services","Business Services","FL","Jacksonville",32160,14528,16720,63278,69000,"no","yes","no","no"
"Berry Global Group",284,2023,"Packaging, Containers","Materials","IN","Evansville",7151,14495,766,16956,46000,"no","no","no","no"
"Sempra",285,2023,"Utilities: Gas and Electric","Energy","CA","San Diego",47563,14439,2138,78574,15785,"no","no","no","no"
"IQVIA Holdings",286,2023,"Health Care: Pharmacy and Other Services","Health Care","NC","Durham",37022,14410,1091,25337,86000,"no","no","no","no"
"O'Reilly Automotive",287,2023,"Specialty Retailers: Other","Retailing","MO","Springfield",52269,14410,2173,12628,79679,"no","no","no","no"
"Leidos Holdings",288,2023,"Information Technology Services","Technology","VA","Reston",12630,14396,685,13071,45000,"no","no","no","no"
"Ameriprise Financial",289,2023,"Diversified Financials","Financials","MN","Minneapolis",32228,14347,2559,158468,13500,"no","no","no","no"
"Omnicom Group",290,2023,"Advertising, Marketing","Business Services","NY","New York",19001,14289,1317,27003,74200,"no","no","no","no"
"Tractor Supply",291,2023,"Specialty Retailers: Other","Retailing","TN","Brentwood",25830,14205,1089,8490,36500,"no","no","no","no"
"Corning",292,2023,"Electronics, Electrical Equipment","Industrials","NY","Corning",29890,14189,1316,29499,57500,"no","no","no","no"
"Ecolab",293,2023,"Chemicals","Chemicals","MN","St. Paul",47121,14188,1092,21464,47000,"no","no","no","no"
"Icahn Enterprises",294,2023,"Diversified Financials","Financials","FL","Sunny Isles Beach",18283,14101,183,27914,20041,"no","no","no","no"
"Farmers Insurance Exchange",295,2023,"Insurance: Property and Casualty (Mutual)","Financials","CA","Woodland Hills",,14092,314,22979,11344,"no","no","no","no"
"Keurig Dr Pepper",296,2023,"Beverages","Food, Beverages & Tobacco","MA","Burlington",49620,14057,1436,51837,28000,"no","no","no","no"
"Loews",297,2023,"Insurance: Property and Casualty (Stock)","Financials","NY","New York",13395,14044,1012,75494,12050,"no","no","no","no"
"Equitable Holdings",298,2023,"Insurance: Life, Health (Stock)","Financials","NY","New York",9186,14017,1785,253468,10250,"no","no","no","no"
"Sonic Automotive",299,2023,"Automotive Retailing, Services","Retailing","NC","Charlotte",1930,14001,89,4978,10300,"no","no","no","no"
"Fox",300,2023,"Entertainment","Media","NY","New York",17551,13974,1205,22185,10600,"no","no","no","no"
"American Family Insurance Group",301,2023,"Insurance: Property and Casualty (Stock)","Financials","WI","Madison",,13814,1904,36088,12990,"no","no","no","no"
"Entergy",302,2023,"Utilities: Gas and Electric","Energy","LA","New Orleans",22851,13764,1103,58595,11707,"no","no","no","no"
"Fluor",303,2023,"Engineering & Construction","Engineering & Construction","TX","Irving",4392,13744,145,6827,39576,"no","no","no","no"
"Vistra",304,2023,"Energy","Energy","TX","Irving",9155,13728,1227,32787,4910,"no","no","no","no"
"State Street",305,2023,"Commercial Banks","Financials","MA","Boston",26074,13692,2774,301450,42226,"no","no","no","no"
"Otis Worldwide",306,2023,"Industrial Machinery","Industrials","CT","Farmington",35015,13685,1253,9819,69000,"no","yes","no","no"
"Peter Kiewit Sons'",307,2023,"Engineering & Construction","Engineering & Construction","NE","Omaha",,13663,710,7220,25700,"no","no","no","no"
"Carvana",308,2023,"Automotive Retailing, Services","Retailing","AZ","Tempe",1761,13604,1587,8698,16600,"yes","no","no","no"
"Republic Services",309,2023,"Waste Management","Business Services","AZ","Phoenix",42763,13511,1488,29053,40000,"no","no","no","no"
"AECOM",310,2023,"Engineering & Construction","Engineering & Construction","TX","Dallas",11716,13496,311,11139,50000,"no","no","no","no"
"Universal Health Services",311,2023,"Health Care: Medical Facilities","Health Care","PA","King of Prussia",8982,13399,676,13494,82500,"no","no","no","no"
"Pacific Life",312,2023,"Insurance: Life, Health (Stock)","Financials","CA","Newport Beach",,13360,763,199324,3950,"no","no","no","no"
"VMware",313,2023,"Computer Software","Technology","CA","Palo Alto",53496,13350,1314,31237,38300,"no","no","yes","no"
"Western & Southern Financial Group",314,2023,"Insurance: Life, Health (Mutual)","Financials","OH","Cincinnati",,13156,309,69147,2594,"no","no","no","no"
"MGM Resorts International",315,2023,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure","NV","Las Vegas",16564,13128,1473,45692,66000,"no","no","no","no"
"Casey's General Stores",316,2023,"Specialty Retailers: Other","Retailing","IA","Ankeny",8066,12953,340,5506,31466,"no","no","no","no"
"Crown Holdings",317,2023,"Packaging, Containers","Materials","FL","Tampa",9934,12943,727,14301,26000,"no","no","no","no"
"Textron",318,2023,"Aerospace & Defense","Aerospace & Defense","RI","Providence",14385,12869,861,16293,34000,"no","no","no","no"
"LKQ",319,2023,"Wholesalers: Diversified","Wholesalers","IL","Chicago",15171,12794,1149,12038,45000,"no","no","no","no"
"Norfolk Southern",320,2023,"Railroads","Transportation","GA","Atlanta",48257,12745,3270,38885,19300,"no","no","no","no"
"Intuit",321,2023,"Computer Software","Technology","CA","Mountain View",125076,12726,2066,27734,21850,"no","no","no","no"
